deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
2019,-,-,5/26/2021,1908 ,125 
2020,-,-,5/30/2021,1910 ,125 
2021,-,-,05 February 2021,1912 ,125 
2022,-,-,05 March 2021,1914 ,125 
2023,-,-,05 September 2021,1916 ,125 
2024,-,-,5/16/2021,1919 ,125 
2025,-,-,5/17/2021,1921 ,125 
2026,-,-,5/28/2021,1923 ,125 
2027,-,-,5/29/2021,1925 ,126 
2028,-,-,5/30/2021,1927 ,126 
2029,-,-,5/31/2021,1929 ,126 
2030,-,-,05 June 2021,1931 ,126 
2031,-,-,05 July 2021,1933 ,126 
2032,-,-,05 December 2021,1935 ,126 
2033,-,-,5/13/2021,1937 ,126 
2034,-,-,5/20/2021,1939 ,127 
2035,-,-,5/21/2021,1941 ,127 
2036,-,-,5/28/2021,1943 ,127 
2037,-,-,5/18/2021,1945 ,127 
2038,-,-,5/19/2021,1947 ,127 
2039,-,-,5/20/2021,1949 ,127 
2040,-,-,5/28/2021,1951 ,127 
2041,-,-,05 January 2021,1953 ,127 
2042,-,-,5/21/2021,1955 ,128 
2043,-,-,5/22/2021,1957 ,128 
2044,-,-,5/23/2021,1959 ,128 
2045,-,-,5/24/2021,1961 ,128 
2046,-,-,5/25/2021,1963 ,128 
2047,-,-,05 March 2021,1965 ,128 
2048,-,-,05 October 2021,1967 ,128 
2049,-,-,05 November 2021,1969 ,129 
2050,-,-,5/16/2021,1971 ,129 
2051,-,-,5/17/2021,1973 ,129 
2052,-,-,5/25/2021,1975 ,129 
2053,-,-,05 March 2021,1978 ,129 
2054,-,-,05 October 2021,1980 ,129 
2055,-,-,05 November 2021,1982 ,129 
2056,-,-,5/17/2021,1984 ,129 
2057,-,-,5/18/2021,1986 ,130 
2058,-,-,5/31/2021,1988 ,130 
2059,-,-,05 March 2021,1990 ,130 
2060,-,-,05 April 2021,1992 ,130 
2061,-,-,05 May 2021,1994 ,130 
2062,-,-,5/13/2021,1996 ,130 
2063,-,-,5/14/2021,1998 ,130 
2064,-,-,5/18/2021,2000 ,130 
2065,-,-,5/19/2021,2002 ,131 
2066,-,-,5/27/2021,2004 ,131 
2067,-,-,5/28/2021,2006 ,131 
2068,-,-,05 January 2021,2008 ,131 
2069,-,-,05 February 2021,2010 ,131 
2070,-,-,05 August 2021,2012 ,131 
2071,-,-,05 September 2021,2014 ,131 
2072,-,-,5/15/2021,2016 ,132 
2073,-,-,5/16/2021,2018 ,132 
2074,-,-,05 November 2021,2020 ,132 
2075,-,-,05 December 2021,2022 ,132 
2076,-,-,5/16/2021,2024 ,132 
2077,-,-,5/17/2021,2026 ,132 
2078,-,-,5/24/2021,2028 ,132 
2079,-,-,5/25/2021,2030 ,132 
2080,-,-,05 January 2021,2032 ,133 
2081,-,-,05 August 2021,2035 ,133 
2082,-,-,05 September 2021,2037 ,133 
2083,-,-,5/14/2021,2039 ,133 
2084,-,-,5/15/2021,2041 ,133 
2085,-,-,5/22/2021,2043 ,133 
2086,-,-,5/23/2021,2045 ,133 
2087,-,-,5/30/2021,2047 ,134 
2088,-,-,5/31/2021,2049 ,134 
2089,-,-,05 February 2021,2051 ,134 
2090,-,-,05 September 2021,2053 ,134 
2091,-,-,05 October 2021,2055 ,134 
2092,-,-,05 April 2021,2057 ,134 
2093,-,-,05 May 2021,2059 ,134 
2094,-,-,5/17/2021,2061 ,134 
2095,-,-,5/18/2021,2063 ,135 
2096,-,-,5/25/2021,2065 ,135 
2097,-,-,5/26/2021,2067 ,135 
2098,-,-,05 January 2021,2069 ,135 
2099,-,-,05 August 2021,2071 ,135 
2100,-,-,5/15/2021,2073 ,135 
2101,-,-,05 January 2021,2075 ,135 
2102,-,-,05 February 2021,2077 ,135 
2103,-,-,05 August 2021,2079 ,136 
2104,-,-,05 September 2021,2081 ,136 
2105,-,-,5/16/2021,2083 ,136 
2106,-,-,5/24/2021,2085 ,136 
2107,-,-,5/25/2021,2087 ,136 
2108,-,-,5/29/2021,2089 ,136 
2109,-,-,5/30/2021,2091 ,136 
2110,-,-,05 March 2021,2094 ,137 
2111,-,-,05 October 2021,2096 ,137 
2112,-,-,05 November 2021,2098 ,137 
2113,-,-,5/17/2021,2100 ,137 
2114,-,-,5/18/2021,2102 ,137 
2115,-,-,5/24/2021,2104 ,137 
2116,-,-,05 January 2021,2106 ,137 
2117,-,-,05 March 2021,2108 ,137 
2118,-,-,05 November 2021,2110 ,138 
2119,-,-,05 December 2021,2112 ,138 
2120,-,-,5/13/2021,2114 ,138 
2121,-,-,5/17/2021,2116 ,138 
2122,-,-,05 February 2021,2118 ,138 
2123,-,-,05 March 2021,2120 ,138 
2124,-,-,05 November 2021,2122 ,138 
2125,-,-,5/17/2021,2124 ,139 
2126,-,-,5/18/2021,2126 ,139 
2127,-,-,5/24/2021,2128 ,139 
2128,-,-,5/31/2021,2130 ,139 
2129,-,-,05 March 2021,2132 ,139 
2130,-,-,05 April 2021,2134 ,139 
2131,-,-,05 May 2021,2136 ,139 
2132,-,-,05 October 2021,2138 ,139 
2133,-,-,05 November 2021,2140 ,140 
2134,-,-,5/16/2021,2142 ,140 
2135,-,-,5/24/2021,2144 ,140 
2136,-,-,5/25/2021,2146 ,140 
2137,-,-,5/30/2021,2148 ,140 
2138,-,-,5/31/2021,2151 ,140 
2139,-,-,05 April 2021,2153 ,140 
2140,-,-,05 May 2021,2155 ,140 
2141,-,-,05 September 2021,2157 ,141 
2142,-,-,05 September 2021,2159 ,141 
2143,-,-,5/18/2021,2161 ,141 
2144,-,-,5/19/2021,2163 ,141 
2145,-,-,5/26/2021,2165 ,141 
2146,-,-,5/28/2021,2167 ,141 
2147,-,-,5/29/2021,2169 ,141 
2148,-,-,05 June 2021,2171 ,142 
2149,-,-,05 July 2021,2173 ,142 
2150,-,-,5/24/2021,2175 ,142 
2151,-,-,5/25/2021,2177 ,142 
2152,-,-,5/26/2021,2179 ,142 
2153,-,-,05 September 2021,2181 ,142 
2154,-,-,05 October 2021,2183 ,142 
2155,-,-,05 December 2021,2185 ,142 
2156,-,-,5/23/2021,2187 ,143 
2157,-,-,5/24/2021,2189 ,143 
2158,-,-,5/25/2021,2191 ,143 
2159,-,-,5/26/2021,2193 ,143 
2160,-,-,5/28/2021,2195 ,143 
2161,-,-,5/29/2021,2197 ,143 
2162,-,-,05 August 2021,2199 ,143 
2163,-,-,05 November 2021,2201 ,144 
2164,-,-,5/16/2021,2203 ,144 
2165,-,-,5/17/2021,2205 ,144 
2166,-,-,5/24/2021,2207 ,144 
2167,-,-,5/25/2021,2210 ,144 
2168,-,-,5/31/2021,2212 ,144 
2169,-,-,05 January 2021,2214 ,144 
2170,-,-,05 February 2021,2216 ,144 
2171,-,-,05 August 2021,2218 ,145 
2172,-,-,5/15/2021,2220 ,145 
2173,-,-,5/16/2021,2222 ,145 
2174,-,-,5/23/2021,2224 ,145 
2175,-,-,5/24/2021,2226 ,145 
2176,-,-,5/30/2021,2228 ,145 
2177,-,-,05 March 2021,2230 ,145 
2178,-,-,05 April 2021,2232 ,145 
2179,-,-,05 October 2021,2234 ,146 
2180,-,-,05 November 2021,2236 ,146 
2181,-,-,5/18/2021,2238 ,146 
2182,-,-,5/26/2021,2240 ,146 
2183,-,-,5/27/2021,2242 ,146 
2184,-,-,5/28/2021,2244 ,146 
2185,-,-,5/29/2021,2246 ,146 
2186,-,-,5/31/2021,2248 ,147 
2187,-,-,05 June 2021,2250 ,147 
2188,-,-,05 July 2021,2252 ,147 
2189,-,-,5/14/2021,2254 ,147 
2190,-,-,5/15/2021,2256 ,147 
2191,-,-,5/20/2021,2258 ,147 
2192,-,-,5/21/2021,2260 ,147 
2193,-,-,5/29/2021,2262 ,147 
2194,-,-,5/30/2021,2264 ,148 
2195,-,-,05 March 2021,2267 ,148 
2196,-,-,05 April 2021,2269 ,148 
2197,-,-,05 October 2021,2271 ,148 
2198,-,-,5/16/2021,2273 ,148 
2199,-,-,5/17/2021,2275 ,148 
2200,-,-,5/25/2021,2277 ,148 
2201,-,-,5/26/2021,2279 ,149 
2202,-,-,5/30/2021,2281 ,149 
2203,-,-,5/31/2021,2283 ,149 
2204,-,-,05 April 2021,2285 ,149 
2205,-,-,05 May 2021,2287 ,149 
2206,-,-,05 December 2021,2289 ,149 
2207,-,-,5/13/2021,2291 ,149 
2208,-,-,5/18/2021,2293 ,149 
2209,-,-,5/19/2021,2295 ,150 
2210,-,-,5/25/2021,2297 ,150 
2211,-,-,5/26/2021,2299 ,150 
2212,-,-,5/31/2021,2301 ,150 
2213,-,-,05 July 2021,2303 ,150 
2214,-,-,05 August 2021,2305 ,150 
2215,-,-,5/13/2021,2307 ,150 
2216,-,-,5/14/2021,2309 ,150 
2217,-,-,5/22/2021,2311 ,151 
2218,-,-,5/23/2021,2313 ,151 
2219,-,-,5/28/2021,2315 ,151 
2220,-,-,5/29/2021,2317 ,151 
2221,-,-,05 January 2021,2319 ,151 
2222,-,-,05 September 2021,2321 ,151 
2223,-,-,05 October 2021,2323 ,151 
2224,-,-,05 November 2021,2326 ,152 
2225,-,-,5/15/2021,2328 ,152 
2226,-,-,5/22/2021,2330 ,152 
2227,-,-,5/23/2021,2332 ,152 
2228,-,-,05 January 2021,2334 ,152 
2229,-,-,05 June 2021,2336 ,152 
2230,-,-,05 July 2021,2338 ,152 
2231,-,-,5/15/2021,2340 ,152 
2232,-,-,5/16/2021,2342 ,153 
2233,-,-,5/20/2021,2344 ,153 
2234,-,-,5/28/2021,2346 ,153 
2235,-,-,05 February 2021,2348 ,153 
2236,-,-,05 March 2021,2350 ,153 
2237,-,-,05 August 2021,2352 ,153 
2238,-,-,05 September 2021,2354 ,153 
2239,-,-,5/15/2021,2356 ,154 
2240,-,-,5/16/2021,2358 ,154 
2241,-,-,5/23/2021,2360 ,154 
2242,-,-,5/24/2021,2362 ,154 
2243,-,-,5/30/2021,2364 ,154 
2244,-,-,5/31/2021,2366 ,154 
2245,-,-,05 April 2021,2368 ,154 
2246,-,-,05 May 2021,2370 ,154 
2247,-,-,05 December 2021,2372 ,155 
2248,-,-,5/13/2021,2374 ,155 
2249,-,-,5/17/2021,2376 ,155 
2250,-,-,5/18/2021,2378 ,155 
2251,-,-,5/26/2021,2380 ,155 
2252,-,-,5/27/2021,2383 ,155 
2253,-,-,5/31/2021,2385 ,155 
2254,-,-,05 February 2021,2387 ,155 
2255,-,-,05 March 2021,2389 ,156 
2256,-,-,05 August 2021,2391 ,156 
2257,-,-,05 September 2021,2393 ,156 
2258,-,-,5/17/2021,2395 ,156 
2259,-,-,5/18/2021,2397 ,156 
2260,-,-,5/24/2021,2399 ,156 
2261,-,-,5/30/2021,2401 ,156 
2262,-,-,5/31/2021,2403 ,157 
2263,-,-,05 June 2021,2405 ,157 
2264,-,-,05 December 2021,2407 ,157 
2265,-,-,5/13/2021,2409 ,157 
2266,-,-,5/21/2021,2411 ,157 
2267,-,-,5/22/2021,2413 ,157 
2268,-,-,5/28/2021,2415 ,157 
2269,-,-,5/29/2021,2417 ,157 
2270,-,-,05 April 2021,2419 ,158 
2271,-,-,05 May 2021,2421 ,158 
2272,-,-,05 December 2021,2423 ,158 
2273,-,-,5/19/2021,2425 ,158 
2274,-,-,5/20/2021,2427 ,158 
2275,-,-,5/27/2021,2429 ,158 
2276,-,-,5/28/2021,2431 ,158 
2277,-,-,5/20/2021,2433 ,159 
2278,-,-,5/28/2021,2435 ,159 
2279,-,-,5/29/2021,2437 ,159 
2280,-,-,05 May 2021,2439 ,159 
2281,-,-,05 June 2021,2442 ,159 
2282,-,-,5/13/2021,2444 ,159 
2283,-,-,5/19/2021,2446 ,159 
2284,-,-,5/20/2021,2448 ,159 
2285,-,-,5/28/2021,2450 ,160 
2286,-,-,5/29/2021,2452 ,160 
2287,-,-,05 March 2021,2454 ,160 
2288,-,-,05 October 2021,2456 ,160 
2289,-,-,05 November 2021,2458 ,160 
2290,-,-,5/17/2021,2460 ,160 
2291,-,-,5/26/2021,2462 ,160 
2292,-,-,5/27/2021,2464 ,160 
2293,-,-,5/30/2021,2466 ,161 
2294,-,-,05 May 2021,2468 ,161 
2295,-,-,05 June 2021,2470 ,161 
2296,-,-,05 December 2021,2472 ,161 
2297,-,-,5/13/2021,2474 ,161 
2298,-,-,5/21/2021,2476 ,161 
2299,-,-,5/22/2021,2478 ,161 
2300,-,-,5/26/2021,2480 ,162 
2301,-,-,5/31/2021,2482 ,162 
2302,-,-,05 March 2021,2484 ,162 
2303,-,-,05 April 2021,2486 ,162 
2304,-,-,05 May 2021,2488 ,162 
2305,-,-,05 November 2021,2490 ,162 
2306,-,-,5/19/2021,2492 ,162 
2307,-,-,5/20/2021,2494 ,162 
2308,-,-,5/24/2021,2496 ,163 
2309,-,-,5/25/2021,2499 ,163 
2310,-,-,5/30/2021,2501 ,163 
2311,-,-,5/31/2021,2503 ,163 
2312,-,-,05 January 2021,2505 ,163 
2313,-,-,05 February 2021,2507 ,163 
2314,-,-,05 November 2021,2509 ,163 
2315,-,-,05 December 2021,2511 ,164 
2316,-,-,5/14/2021,2513 ,164 
2317,-,-,5/15/2021,2515 ,164 
2318,-,-,5/22/2021,2517 ,164 
2319,-,-,5/23/2021,2519 ,164 
2320,-,-,05 January 2021,2521 ,164 
2321,-,-,05 August 2021,2523 ,164 
2322,-,-,5/14/2021,2525 ,164 
2323,-,-,5/15/2021,2527 ,165 
2324,-,-,5/23/2021,2529 ,165 
2325,-,-,5/29/2021,2531 ,165 
2326,-,-,5/30/2021,2533 ,165 
2327,-,-,05 January 2021,2535 ,165 
2328,-,-,05 February 2021,2537 ,165 
2329,-,-,05 August 2021,2539 ,165 
2330,-,-,05 September 2021,2541 ,165 
2331,-,-,05 May 2021,2543 ,166 
2332,-,-,5/13/2021,2545 ,166 
2333,-,-,5/14/2021,2547 ,166 
2334,-,-,05 February 2021,2549 ,166 
2335,-,-,05 March 2021,2551 ,166 
2336,-,-,05 September 2021,2553 ,166 
2337,-,-,05 October 2021,2555 ,166 
2338,-,-,5/15/2021,2558 ,167 
2339,-,-,5/16/2021,2560 ,167 
2340,-,-,5/23/2021,2562 ,167 
2341,-,-,5/24/2021,2564 ,167 
2342,-,-,5/29/2021,2566 ,167 
2343,-,-,5/30/2021,2568 ,167 
2344,-,-,5/24/2021,2570 ,167 
2345,-,-,5/25/2021,2572 ,167 
2346,-,-,5/31/2021,2574 ,168 
2347,-,-,05 August 2021,2576 ,168 
2348,-,-,05 September 2021,2578 ,168 
2349,-,-,5/16/2021,2580 ,168 
2350,-,-,5/22/2021,2582 ,168 
2351,-,-,5/23/2021,2584 ,168 
2352,-,-,05 May 2021,2586 ,168 
2353,-,-,5/13/2021,2588 ,169 
2354,-,-,5/14/2021,2590 ,169 
2355,-,-,5/21/2021,2592 ,169 
2356,-,-,5/22/2021,2594 ,169 
2357,-,-,5/14/2021,2596 ,169 
2358,-,-,5/15/2021,2598 ,169 
2359,-,-,5/23/2021,2600 ,169 
2360,-,-,5/30/2021,2602 ,169 
2361,-,-,5/31/2021,2604 ,170 
2362,-,-,5/15/2021,2606 ,170 
2363,-,-,5/16/2021,2608 ,170 
2364,-,-,5/24/2021,2610 ,170 
2365,-,-,5/25/2021,2612 ,170 
2366,-,-,5/30/2021,2615 ,170 
2367,-,-,05 April 2021,2617 ,170 
2368,-,-,05 May 2021,2619 ,170 
2369,-,-,05 November 2021,2621 ,171 
2370,-,-,05 December 2021,2623 ,171 
2371,-,-,5/18/2021,2625 ,171 
2372,-,-,5/28/2021,2627 ,171 
2373,-,-,5/29/2021,2629 ,171 
2374,-,-,05 January 2021,2631 ,171 
2375,-,-,05 February 2021,2633 ,171 
2376,-,-,05 August 2021,2635 ,172 
2377,-,-,05 September 2021,2637 ,172 
2378,-,-,05 October 2021,2639 ,172 
2379,-,-,5/16/2021,2641 ,172 
2380,-,-,5/17/2021,2643 ,172 
2381,-,-,5/23/2021,2645 ,172 
2382,-,-,5/24/2021,2647 ,172 
2383,-,-,5/30/2021,2649 ,172 
2384,-,-,5/31/2021,2651 ,173 
2385,-,-,05 April 2021,2653 ,173 
2386,-,-,05 May 2021,2655 ,173 
2387,-,-,05 October 2021,2657 ,173 
2388,-,-,05 November 2021,2659 ,173 
2389,-,-,5/17/2021,2661 ,173 
2390,-,-,5/18/2021,2663 ,173 
2391,-,-,5/24/2021,2665 ,174 
2392,-,-,5/25/2021,2667 ,174 
2393,-,-,5/31/2021,2669 ,174 
2394,-,-,05 March 2021,2671 ,174 
2395,-,-,05 April 2021,2674 ,174 
2396,-,-,05 November 2021,2676 ,174 
2397,-,-,05 December 2021,2678 ,174 
2398,-,-,5/18/2021,2680 ,174 
2399,-,-,5/19/2021,2682 ,175 
2400,-,-,5/25/2021,2684 ,175 
2401,-,-,5/26/2021,2686 ,175 
2402,-,-,05 April 2021,2688 ,175 
2403,-,-,05 May 2021,2690 ,175 
2404,-,-,05 June 2021,2692 ,175 
2405,-,-,05 November 2021,2694 ,175 
2406,-,-,05 December 2021,2696 ,175 
2407,-,-,5/19/2021,2698 ,176 
2408,-,-,5/26/2021,2700 ,176 
2409,-,-,5/27/2021,2702 ,176 
2410,-,-,05 April 2021,2704 ,176 
2411,-,-,05 May 2021,2706 ,176 
2412,-,-,05 November 2021,2708 ,176 
2413,-,-,05 December 2021,2710 ,176 
2414,-,-,5/19/2021,2710 ,176 
2415,-,-,5/20/2021,2710 ,176 
2416,-,-,5/26/2021,2710 ,176 
2417,-,-,05 March 2021,2710 ,176 
2418,-,-,05 April 2021,2710 ,176 
2419,-,-,05 October 2021,2710 ,176 
2420,-,-,5/16/2021,2710 ,176 
2421,-,-,5/23/2021,2710 ,176 
2422,-,-,5/24/2021,2710 ,176 
2423,-,-,5/30/2021,2710 ,176 
2424,-,-,5/31/2021,2710 ,176 
2425,-,-,05 December 2021,2710 ,176 
2426,-,-,5/13/2021,2710 ,176 
2427,-,-,5/14/2021,2710 ,176 
2428,-,-,5/20/2021,2710 ,176 
2429,-,-,5/21/2021,2710 ,176 
2430,-,-,5/28/2021,2710 ,176 
2431,-,-,5/29/2021,2710 ,176 
2432,-,-,5/30/2021,2710 ,176 
2433,-,-,5/28/2021,2710 ,176 
2434,-,-,5/29/2021,2710 ,176 
2435,-,-,5/31/2021,2710 ,176 
2436,-,-,05 January 2021,2710 ,176 
2437,-,-,05 June 2021,2710 ,176 
2438,-,-,05 July 2021,2710 ,176 
2439,-,-,5/14/2021,2710 ,176 
2440,-,-,5/15/2021,2710 ,176 
2441,-,-,5/22/2021,2710 ,176 
2442,-,-,5/23/2021,2710 ,176 
2443,-,-,5/28/2021,2710 ,176 
2444,-,-,5/29/2021,2710 ,176 
2445,-,-,05 May 2021,2710 ,176 
2446,-,-,05 December 2021,2710 ,176 
2447,-,-,5/13/2021,2710 ,176 
2448,-,-,5/19/2021,2710 ,176 
2449,-,-,5/20/2021,2710 ,176 
2450,-,-,5/27/2021,2710 ,176 
2451,-,-,5/28/2021,2710 ,176 
2452,-,-,05 January 2021,2710 ,176 
2453,-,-,05 September 2021,2710 ,176 
2454,-,-,5/16/2021,2710 ,176 
2455,-,-,5/17/2021,2710 ,176 
2456,-,-,5/23/2021,2710 ,176 
2457,-,-,5/24/2021,2710 ,176 
2458,-,-,5/30/2021,2710 ,176 
2459,-,-,5/31/2021,2710 ,176 
2460,-,-,5/19/2021,2710 ,176 
2461,-,-,5/20/2021,2710 ,176 
2462,-,-,5/28/2021,2710 ,176 
2463,-,-,05 April 2021,2710 ,176 
2464,-,-,05 November 2021,2710 ,176 
2465,-,-,05 December 2021,2710 ,176 
2466,-,-,5/18/2021,2710 ,176 
2467,-,-,5/19/2021,2710 ,176 
2468,-,-,05 April 2021,2710 ,176 
2469,-,-,05 May 2021,2710 ,176 
2470,-,-,05 November 2021,2710 ,176 
2471,-,-,05 December 2021,2710 ,176 
2472,-,-,5/18/2021,2710 ,176 
2473,-,-,5/19/2021,2710 ,176 
2474,-,-,05 October 2021,2710 ,176 
2475,-,-,05 November 2021,2710 ,176 
2476,-,-,5/15/2021,2710 ,176 
2477,-,-,5/16/2021,2710 ,176 
2478,-,-,5/19/2021,2710 ,176 
2479,-,-,5/20/2021,2710 ,176 
2480,-,-,5/26/2021,2710 ,176 
2481,-,-,5/27/2021,2710 ,176 
2482,-,-,05 July 2021,2710 ,176 
2483,-,-,05 August 2021,2710 ,176 
2484,-,-,05 December 2021,2710 ,176 
2485,-,-,5/13/2021,2710 ,176 
2486,-,-,5/19/2021,2710 ,176 
2487,-,-,5/27/2021,2710 ,176 
2488,-,-,5/28/2021,2710 ,176 
2489,-,-,5/29/2021,2710 ,176 
2490,-,-,5/30/2021,2710 ,176 
2491,-,-,05 January 2021,2710 ,176 
2492,-,-,05 May 2021,2710 ,176 
2493,-,-,05 December 2021,2710 ,176 
2494,-,-,5/13/2021,2710 ,176 
2495,-,-,5/19/2021,2710 ,176 
2496,-,-,5/27/2021,2710 ,176 
2497,-,-,5/28/2021,2710 ,176 
2498,-,-,05 January 2021,2710 ,176 
2499,-,-,05 February 2021,2710 ,176 
2500,-,-,05 April 2021,2710 ,176 
2501,-,-,05 December 2021,2710 ,176 
2502,-,-,5/13/2021,2710 ,176 
2503,-,-,5/17/2021,2710 ,176 
2504,-,-,5/18/2021,2710 ,176 
2505,-,-,5/25/2021,2710 ,176 
2506,-,-,5/26/2021,2710 ,176 
2507,-,-,05 May 2021,2710 ,176 
2508,-,-,05 June 2021,2710 ,176 
2509,-,-,05 July 2021,2710 ,176 
2510,-,-,05 August 2021,2710 ,176 
2511,-,-,5/14/2021,2710 ,176 
2512,-,-,5/15/2021,2710 ,176 
2513,-,-,5/21/2021,2710 ,176 
2514,-,-,5/22/2021,2710 ,176 
2515,-,-,5/28/2021,2710 ,176 
2516,-,-,5/29/2021,2710 ,176 
2517,-,-,05 January 2021,2710 ,176 
2518,-,-,05 February 2021,2710 ,176 
2519,-,-,05 September 2021,2710 ,176 
2520,-,-,5/15/2021,2710 ,176 
2521,-,-,5/23/2021,2710 ,176 
2522,-,-,5/29/2021,2710 ,176 
2523,-,-,5/30/2021,2710 ,176 
2524,-,-,05 February 2021,2710 ,176 
2525,-,-,05 March 2021,2710 ,176 
2526,-,-,05 August 2021,2710 ,176 
2527,-,-,05 September 2021,2710 ,176 
2528,-,-,5/15/2021,2710 ,176 
2529,-,-,5/16/2021,2710 ,176 
2530,-,-,5/25/2021,2710 ,176 
2531,-,-,5/26/2021,2710 ,176 
2532,-,-,5/30/2021,2710 ,176 
2533,-,-,05 March 2021,2710 ,176 
2534,-,-,05 April 2021,2710 ,176 
2535,-,-,05 October 2021,2710 ,176 
2536,-,-,05 November 2021,2710 ,176 
2537,-,-,5/18/2021,2710 ,176 
2538,-,-,5/19/2021,2710 ,176 
2539,-,-,5/25/2021,2710 ,176 
2540,-,-,5/31/2021,2710 ,176 
2541,-,-,05 April 2021,2710 ,176 
2542,-,-,05 May 2021,2710 ,176 
2543,-,-,05 December 2021,2710 ,176 
2544,-,-,5/13/2021,2710 ,176 
2545,-,-,5/19/2021,2710 ,176 
2546,-,-,5/20/2021,2710 ,176 
2547,-,-,5/21/2021,2710 ,176 
2548,-,-,5/22/2021,2710 ,176 
2549,-,-,5/26/2021,2710 ,176 
2550,-,-,5/27/2021,2710 ,176 
2551,-,-,5/24/2021,2710 ,176 
2552,-,-,5/25/2021,2710 ,176 
2553,-,-,5/30/2021,2710 ,176 
2554,-,-,05 April 2021,2710 ,176 
2555,-,-,05 November 2021,2710 ,176 
2556,-,-,05 December 2021,2710 ,176 
2557,-,-,5/19/2021,2710 ,176 
2558,-,-,5/20/2021,2710 ,176 
2559,-,-,5/26/2021,2710 ,176 
2560,-,-,05 June 2021,2710 ,176 
2561,-,-,5/13/2021,2710 ,176 
2562,-,-,5/22/2021,2710 ,176 
2563,-,-,5/23/2021,2710 ,176 
2564,-,-,5/28/2021,2710 ,176 
2565,-,-,5/29/2021,2710 ,176 
2566,-,-,5/31/2021,2710 ,176 
2567,-,-,05 January 2021,2710 ,176 
2568,-,-,5/14/2021,2710 ,176 
2569,-,-,5/15/2021,2710 ,176 
2570,-,-,5/22/2021,2710 ,176 
2571,-,-,5/23/2021,2710 ,176 
2572,-,-,5/29/2021,2710 ,176 
2573,-,-,5/30/2021,2710 ,176 
2574,-,-,05 January 2021,2710 ,176 
2575,-,-,05 June 2021,2710 ,176 
2576,-,-,05 July 2021,2710 ,176 
2577,-,-,5/14/2021,2710 ,176 
2578,-,-,5/22/2021,2710 ,176 
2579,-,-,5/29/2021,2710 ,176 
2580,-,-,5/30/2021,2710 ,176 
2581,-,-,05 March 2021,2710 ,176 
2582,-,-,05 April 2021,2710 ,176 
2583,-,-,05 September 2021,2710 ,176 
2584,-,-,05 October 2021,2710 ,176 
2585,-,-,5/15/2021,2710 ,176 
2586,-,-,5/16/2021,2710 ,176 
2587,-,-,5/23/2021,2710 ,176 
2588,-,-,5/24/2021,2710 ,176 
2589,-,-,5/30/2021,2710 ,176 
2590,-,-,5/31/2021,2710 ,176 
2591,-,-,05 January 2021,2710 ,176 
2592,-,-,5/15/2021,2710 ,176 
2593,-,-,5/16/2021,2710 ,176 
2594,-,-,5/29/2021,2710 ,176 
2595,-,-,5/30/2021,2710 ,176 
2596,-,-,05 January 2021,2710 ,176 
2597,-,-,05 May 2021,2710 ,176 
2598,-,-,05 June 2021,2710 ,176 
2599,-,-,5/14/2021,2710 ,176 
2600,-,-,5/15/2021,2710 ,176 
2601,-,-,5/21/2021,2710 ,176 
2602,-,-,5/22/2021,2710 ,176 
2603,-,-,5/28/2021,2710 ,176 
2604,-,-,05 September 2021,2710 ,176 
2605,-,-,05 October 2021,2710 ,176 
2606,-,-,05 November 2021,2710 ,176 
2607,-,-,5/17/2021,2710 ,176 
2608,-,-,5/18/2021,2710 ,176 
2609,-,-,5/24/2021,2710 ,176 
2610,-,-,5/25/2021,2710 ,176 
2611,-,-,5/26/2021,2710 ,176 
2612,-,-,5/27/2021,2710 ,176 
2613,-,-,5/30/2021,2710 ,176 
2614,-,-,5/31/2021,2710 ,176 
2615,-,-,05 January 2021,2710 ,176 
2616,-,-,05 February 2021,2710 ,176 
2617,-,-,05 August 2021,2710 ,176 
2618,-,-,05 September 2021,2710 ,176 
2619,-,-,5/16/2021,2710 ,176 
2620,-,-,5/17/2021,2710 ,176 
2621,-,-,5/23/2021,2710 ,176 
2622,-,-,5/24/2021,2710 ,176 
2623,-,-,5/30/2021,2710 ,176 
2624,-,-,5/31/2021,2710 ,176 
2625,-,-,05 March 2021,2710 ,176 
2626,-,-,05 April 2021,2710 ,176 
2627,-,-,05 November 2021,2710 ,176 
2628,-,-,5/18/2021,2710 ,176 
2629,-,-,5/19/2021,2710 ,176 
2630,-,-,5/25/2021,2710 ,176 
2631,-,-,5/26/2021,2710 ,176 
2632,-,-,5/31/2021,2710 ,176 
2633,-,-,5/13/2021,2710 ,176 
2634,-,-,5/14/2021,2710 ,176 
2635,-,-,5/15/2021,2710 ,176 
2636,-,-,5/16/2021,2710 ,176 
2637,-,-,5/22/2021,2710 ,176 
2638,-,-,5/23/2021,2710 ,176 
2639,-,-,5/29/2021,2710 ,176 
2640,-,-,5/30/2021,2710 ,176 
2641,-,-,05 January 2021,2710 ,176 
2642,-,-,05 August 2021,2710 ,176 
2643,-,-,05 September 2021,2710 ,176 
2644,-,-,5/15/2021,2710 ,176 
2645,-,-,5/16/2021,2710 ,176 
2646,-,-,5/23/2021,2710 ,176 
2647,-,-,5/30/2021,2710 ,176 
2648,-,-,5/31/2021,2710 ,176 
2649,-,-,05 October 2021,2710 ,176 
2650,-,-,05 November 2021,2710 ,176 
2651,-,-,5/17/2021,2710 ,176 
2652,-,-,5/18/2021,2710 ,176 
